"Data Source","World Development Indicators",

"Last Updated Date","2017-11-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Cabo Verde","CPV","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","137.138462836355","74.6886828701306","76.5584182044192","92.9106323917952","95.3037726735686","97.9538936350206","90.2972362106645","86.4655997938153","81.396720419604","85.7302812336357","84.5634726161094","78.2710873895838","82.8455956599386","85.482590186767","84.8077544782395","86.4559926863082","86.6874397916357","87.6906064046985","89.4769215317793","87.2527417592535","89.0002946368585","92.5444609906348","90.4121019317155","84.4765904637233","81.7558507900867","82.1277457030873","82.7457581640897","84.0039510010804","87.2392334123133","89.004424426273","100","102.348203578572","107.70818629447","112.542791382548","108.245854700806","118.391926908048","116.885284644407","",
"Caribbean small states","CSS","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","108.706066663931","104.866456332791","102.397718544978","100.231963730829","99.3006407873344","99.4858556460074","95.6880046982586","90.6777708820928","89.0118694134894","86.9900788655864","85.1976470886133","85.1446641094331","87.6103552631666","87.8023221842777","89.9653534353883","90.9462424518499","90.306474024881","88.6606401646856","91.7531750326053","89.9748683227411","87.0840471463983","87.9490614498366","90.6639462377231","96.6787883610491","98.2329760542248","97.7878170304397","97.500712951823","97.1527952770711","102.396074464983","105.839834442738","100","100.660718355484","97.465310939475","97.8681262660836","95.4369392568811","89.2947510896429","89.7121411836447","",
"Czech Republic","CZE","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.1720549096288","42.2923339897965","44.2726223563367","51.1987230391003","54.0482550446513","56.0006748918824","59.660176667385","60.4481368636259","65.8396134695186","64.7029046688129","65.734499103736","69.8506841601092","77.8195618229364","76.3505471453639","77.2182475268002","81.6581484224043","86.1881849172419","88.8634994332699","102.569502858793","98.4019502045257","100","102.160983353737","99.0890294664748","97.1251828670248","91.3720477494368","89.9053180709923","91.8247264018687","",
"Germany","DEU","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","102.225378196219","102.201935038991","102.195985407581","108.662237162197","110.708452061206","113.031306137767","123.400323381111","122.266408189096","116.505357194503","116.886218555843","118.496438585376","119.28184314174","119.449595926264","112.946515633222","103.103334372024","104.974980997014","105.63814377368","100.9866879764","98.2734472138613","104.026439557158","107.444186579083","104.78039961342","102.251857671654","105.144346158118","103.44039385365","108.440420951352","112.740116386893","113.543018450723","118.604621161767","114.267911514216","107.646935610884","107.678459395533","104.291516508075","97.0691834987809","97.0596981557606","98.0862708256567","103.176248336827","104.789454839982","102.792499845094","102.047280148456","103.838741338809","104.387211584651","105.137081817948","100","99.1724451592261","95.6497674954259","98.1524293548371","98.6276436685841","93.3642018988531","94.5787730491172","",
"Djibouti","DJI","Real effective exchange rate index (2010 = 100)","PX.REX.REER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
