"number","base_treaty","name","entry_type","full_fta","standards","investments","services","procurement","competition","iprs","depth_index","depth_rasch"
"565",565,"Latvia Poland","base treaty",1,1,0,0,0,0,0,2,0.861141856807318
"566",566,"Latvia Slovakia","base treaty",1,1,0,0,0,0,0,2,0.350621385945947
"567",567,"Latvia Slovenia","base treaty",1,1,0,0,0,0,0,2,0.424673765914638
"568",568,"Latvia Sweden","base treaty",1,1,0,0,0,0,0,2,-0.370565920730597
"569",569,"Latvia Switzerland","base treaty",1,1,0,1,0,0,0,3,0.350621385945947
"570",570,"Latvia Turkey","base treaty",1,1,0,0,0,0,0,2,0.0977138215903985
"785",571,"Latvia Ukraine Agriculture","protocol or amendment",0,1,0,0,0,0,0,1,-1.43010338995022
"574",574,"Libya Morocco","base treaty",1,0,0,0,0,0,0,1,-1.08832702460006
"576",576,"Lithuania Norway","base treaty",1,1,0,0,0,0,0,2,-0.231064099057707
"577",577,"Lithuania Poland","base treaty",1,1,0,0,0,0,0,2,0.561887801537861
"578",578,"Lithuania Slovakia","base treaty",1,1,0,0,0,0,0,2,0.350621385945947
"579",579,"Lithuania Slovenia","base treaty",1,1,0,0,0,0,0,2,0.747268409002065
"580",580,"Lithuania Sweden","base treaty",1,0,0,0,0,0,0,1,-1.00955547679044
"581",581,"Lithuania Switzerland","base treaty",1,1,0,1,0,0,0,3,0.350621385945947
"582",582,"Lithuania Turkey","base treaty",1,1,0,0,0,0,0,2,0.424673765914547
"584",584,"Lomé I","base treaty",0,0,0,1,0,0,0,1,-0.370565920730559
"585",585,"Lomé II","base treaty",0,0,0,1,0,0,0,1,-0.370565920730559
"586",586,"Lomé III","base treaty",0,0,1,1,0,1,0,3,0.424673765914658
"587",587,"Lomé IV","base treaty",0,0,1,1,0,1,0,3,0.424673765914658
"589",589,"Macedonia Moldova","base treaty",1,1,0,0,0,0,0,2,0.494909674016849
"590",590,"Macedonia Romania","base treaty",1,1,0,0,0,0,0,2,0.804999856253009
"592",592,"Macedonia Slovenia","base treaty",1,1,0,0,0,0,0,2,0.561887801537881
"593",593,"Macedonia Turkey","base treaty",1,1,0,0,0,0,0,2,0.494909674016887
"594",594,"Macedonia Ukraine","base treaty",1,1,0,0,0,0,0,2,0.626004496540343
"595",595,"Malawi Mozambique","base treaty",0,1,0,0,0,0,0,1,0.0977138215904128
"598",598,"Malaysia New Zealand","base treaty",1,1,1,1,0,1,1,6,1.64216320790064
"599",599,"Malaysia Pakistan","base treaty",1,1,1,1,0,0,0,4,1.48114533302936
"600",600,"Mano River Union","base treaty",1,0,0,0,0,0,0,1,-1.43010338995022
"601",601,"Mauritania Morocco","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"602",602,"Mauritius Pakistan","base treaty",0,1,0,0,0,0,0,1,-0.000736131923777576
"603",603,"Melanesian Spearhead Group (MSG )","base treaty",0,0,0,0,0,0,0,0,-0.370565920730564
"604",604,"MERCOSUR","base treaty",1,1,0,0,0,0,0,2,-0.738651317663818
"607a",604,"MERCOSUR services","consolidated",1,1,0,1,0,0,0,3,0.561887801537834
"605",605,"MERCOSUR Mexico Auto Agreement","base treaty",0,1,0,0,0,0,0,1,-0.535274955106839
"606",606,"MERCOSUR Peru","base treaty",0,1,0,0,0,1,0,2,0.626004496540304
"608",608,"MERCOSUR Southern African Customs Union (SACU)","base treaty",1,1,0,0,0,0,0,2,0.188140672867909
"610",610,"Mexico Nicaragua","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"611",611,"Mexico Nicaragua","base treaty",1,1,1,1,1,0,1,6,1.64216321171874
"612",612,"Mexico Northern Triangle","base treaty",1,1,1,1,0,0,1,5,1.69864976272811
"613",613,"Mexico Panama","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"615",615,"Mexico Uruguay","base treaty",0,0,0,0,0,0,0,0,-1.00955547679033
"616",616,"Mexico Uruguay","base treaty",1,1,1,1,0,1,1,6,1.75707348919218
"617",617,"Moldova Romania","base treaty",1,1,0,0,0,0,0,2,0.097713821590424
"619",619,"Moldova Serbia","base treaty",1,1,0,0,0,0,0,2,0.424673765914709
"621",621,"Moldova Ukraine","base treaty",1,1,0,0,0,0,0,2,0.188140672867995
"624",624,"Montenegro Turkey","base treaty",1,1,0,0,1,0,0,3,0.804999856253097
"625",625,"Morocco Tunisia","base treaty",1,1,0,0,0,0,0,2,-0.535274956056514
"626",626,"Morocco Turkey","base treaty",1,1,0,0,0,0,0,2,0.626004496729416
"627",627,"Morocco UAE","base treaty",1,1,0,1,0,0,0,3,-0.23106409905757
"628",628,"Morocco US","base treaty",1,1,1,1,1,0,1,6,2.01936534447258
"630",630,"Namibia Zimbabwe","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"631",631,"New Zealand Singapore","base treaty",1,1,1,1,1,0,0,5,1.3782971146883
"632",632,"New Zealand Thailand","base treaty",1,1,1,0,0,1,1,5,1.1760312680773
"633",633,"Nicaragua Panama","base treaty",0,0,0,0,0,0,0,0,-0.738651317663838
"634",634,"Nicaragua Taiwan","base treaty",1,1,1,1,0,1,1,6,1.75707348919213
"635",635,"Nicaragua Venezuela","base treaty",0,0,0,0,0,0,0,0,-1.43010338995022
"636",636,"North American Free Trade Agreement (NAFTA)","base treaty",1,1,1,1,1,1,1,7,2.09538158739737
"637",637,"Oman US","base treaty",1,1,1,1,1,0,1,6,2.01936534447238
"638",638,"Organisation of Eastern Caribbean States (OECS)","base treaty",1,0,0,0,0,0,0,1,-0.370565920730556
"639",639,"Pacific Island Countries Trade Agreement (PICTA )","base treaty",1,0,0,0,0,0,0,1,-0.535274954869369
"640",640,"Pakistan Sri Lanka","base treaty",1,1,0,0,0,0,0,2,-0.000736132045169113
"641",641,"Panama Singapore","base treaty",1,1,1,1,1,1,0,6,1.53368650558758
